,text,score
1148,pretax loss totalled eur 9 mn   compared to a loss of eur 4 mn in the corresponding period in   ,-1.0
1149,tip of the day  trading is all about the price  nothing else  the rest is just unnecessary noise  price is the only real truth that you can rely on   trading  price  tipoftheday  jse  stocks  shares,1.0
1150,lifetree was founded in   and its revenues have risen on an average by   with margins in late 30s   ,1.0
1151,as a result of the transaction   sanoma budapest has acquired a stake in the online store egeszsegbolt   ,0.0
1152,indian markets may follow world trend  open on a jittery note,-1.0
1153,however   the company saw its net profit for the third quarter down to eur1  m from eur1  m for the corresponding period of   ,-1.0
1154,ruukki group calculates that it has lost eur 4mn in the failed project   ,-1.0
1155,   harmonics  charts  trading  spx  spx  es f  es  es f  spy  dow  dow  rty  rut  dax  ftse  nq  nq   watching upper blue ,0.0
1156,these measures are expected to produce annual cost savings of eur 5 million starting in   ,1.0
1157,the board machine   which will have a wire width of 25 m and a design speed of m min   will produce close to 400 tonnes of folding boxboard per day   ,0.0
1158,image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display      ,0.0
1159,the omx helsinki index was down 34 pct at 256 on turnover of 191 mln eur   ,-1.0
1160,the company  s net profit rose 4   on the year to 2 million euros in on sales of 5 million euros   8   up on the year   the company said earlier   ,1.0
1161,leed is an internationally recognized green building certification system   developed by the u s  green building council   ,0.0
1162,the company  s board of directors will propose a dividend of eur 95 per share for at the annual general meeting   scheduled to be held on march     ,0.0
1163,state bank of india q3 net profit down  to rs crore  lags estimates,-1.0
1164,at the same time profit of the company increased by   in h1 and reached ls 000   ,1.0
1165,the group  s operating loss was eur 8 mn   down from a profit of eur 5 mn in   ,-1.0
1166,finnish operator elisa and aker yards have signed a long term service deal through which elisa will deliver all necessary voice and data services for aker yards in finland   ,1.0
1167,euro steadies after selloff  sterling drops after boe report,-1.0
1168,bse brokers wary discount broking model among investors  lobbying with sebi to fix a minimum brokerage,0.0
1169,gold s fall threatens to squash run of mining m as just as momentum was picking up,-1.0
1170,the product  s front edge folding maximizes weather resilience and enables a seamless roof finish   ,0.0
1171,under the agreement geosentric will provide gypsii powered hotel information and reservation services to visitors to china   including such popular cities as beijing and shanghai   ,1.0
1172,the contract includes design   construction   delivery of equipment   installation and commissioning   ,0.0
1173,finnish steel maker rautaruukki oyj   hel   rtrks     or ruukki   said today its net loss contracted to eur million   usd 2 m   for the first nine months of from eur million for the same period a year ago   ,1.0
1174,russia s sistema down 6 per cent after yevtushenkov house arrest ruling,-1.0
1175,the exercise originated in finland in the early 1930s as a training method for cross country skiers   ,0.0
1176,the deal includes the entire personnel of planmill oy   who will transfer to the new company as so called old employees   ,0.0
1177,the financial statements release will be available after publishing on the company  s internet pages at www cargotec com   ,0.0
1178,finnish financial group aktia reports operating profit of eur 4 mn in january september   up from eur 3 mn in the corresponding period in   ,1.0
1179,operating profit before non recurring items was eur 3 mn in the first nine months of   compared to eur 4 in the corresponding period in   ,-1.0
1180,talvivaara has secured a year off take agreement for per cent of its main output of nickel and cobalt to norilsk nickel and entered into a long term zinc streaming agreement with nyrstar nv   ,1.0
1181, know first  beat stock market with ai in corona times  top stocks for this week  oil forecast  is it the right time to buy  guide ,1.0
1182,the financial statements and interim reports will be released around at 00 a m    finnish time   on the given dates   ,0.0
1183,yara suomi ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry   as well as products used in environmental protection   ,0.0
1184,anyone play  tankers     stng looks like a good entry price here      daytrading  stocks  fxtrading https   t co xfiyvjiaue,1.0
1185,rivals say qualcomm has fewer patents on 3g phones than on earlier versions and should lower its rates   ,-1.0
1186,sell ultratech cement with a stop loss of rs  mitesh thacker,-1.0
1187, innovation has nothing to do with how many r amp d dollars you have  when  aapl came up with the mac  ibm was spending at le ,1.0
1188,fiskars   a year old global business best known for its orange handled scissors   expects to derive synergies of eur5 million a year by consolidating certain parts of the housewares division where the two compete   ,1.0
1189,viking line  s cargo revenue increased by 4   to eur 46 mn   and cargo volume increased by 4   to 116 cargo units   ,1.0
1190,operating profit fell to eur 3 mn from eur 2 mn in the second quarter of   ,-1.0
1191,the total number of shares in the company will be 236 innofactor group innofactor offers its customers comprehensive solutions in the microsoft environment   ,0.0
1192,psb stocks may find no taker despite cheap valuations  dipen sheth,-1.0
1193,pipavav could be game changer with mahindras coming in  vinay khattar  edelweiss financial,1.0
1194,lenders including bank of india ask sakthi sugars to sell assets or equity to repay debt,-1.0
1195, levels  notes  trends    spy  spx  es f    massive sell off today after a false breakout  attempt   minuette wav ,0.0
1196,its customers include local companies slo oy   kiilto oy   toptronics oy   normark suomi oy   pellonpaja oy and mansner oy   ,0.0
1197,finnish scanfil   a systems supplier and contract manufacturer to the communications sector and the electronics industry   reports its net sales totalled eur 7 mn in the first half of   down from eur 5 mn in the first half of   ,-1.0
1198,the e commerce site and flagship will be managed by marimekko north america retail llc   a subsidiary established in the u s  last year   ,0.0
1199,after piloting   the instrument will be further developed according to the experiences gained   ,0.0
